name,population,longitude,latitude,flaeche,region
"Ebersbach-Neugersdorf, Stadt",10937,14.582746,51.009334,20.45,Oberlausitz/Niederschlesien
"Haigerloch, Stadt",10930,8.804191,48.366535,76.44,Schwäbische Alb
"Prien a.Chiemsee, M",10915,12.347776,47.856488,20.7,Chiemsee-Alpenland
Neuhof,10893,9.623894,50.44985,90.28,Rhön
"Neuenhaus, Stadt",10890,6.966389,52.498188,31.37,Grafschaft Bentheim-Emsland-Osnabrücker Land
Ruppichteroth,10887,7.483618,50.843966,61.96,Bonn und Rhein-Sieg-Kreis
Dallgow-Döberitz,10882,13.082659,52.535741,66.54,Havelland
Westerkappeln,10876,7.877587,52.314798,85.83,Münsterland
"Lichtenstein/Sa., Stadt",10875,12.630844,50.756298,15.47,Chemnitz Zwickau Region
Hasbergen,10874,7.955852,52.243059,21.72,Grafschaft Bentheim-Emsland-Osnabrücker Land
Gottmadingen,10871,8.777019,47.735149,23.58,Hegau
Malente,10858,10.554871,54.171225,69.07,Holsteinische Schweiz
"Steinbach (Taunus), Stadt",10856,8.5721,50.167692,4.4,Main und Taunus
Kleinblittersdorf,10856,7.039191,49.156787,27.19,Übriges Saarland
Harsum,10846,9.964458,52.21046,50.0,Hannover-Hildesheim
Mandelbachtal,10844,7.142743,49.197062,57.71,Übriges Saarland
"Bad Staffelstein, St",10821,10.999853,50.10147,99.51,Obermain.Jura
Adendorf,10818,10.443754,53.287818,16.08,Lüneburger Heide
Grafschaft,10817,7.096534,50.571734,57.61,Ahr
Schkopau,10815,11.985224,51.389674,100.2,"Halle, Saale, Unstrut"
Fürth,10810,8.782414,49.650424,38.41,Odenwald-Bergstrasse-Neckartal
"Lorch, Stadt",10806,9.689403,48.797029,34.28,Schwäbische Alb
"Altensteig, Stadt",10798,8.601974,48.584389,53.19,Nördlicher Schwarzwald
Selfkant,10786,5.902141,51.014341,42.09,Niederrhein
Möglingen,10784,9.126384,48.887185,9.95,Region Stuttgart
"Herbolzheim, Stadt",10783,7.777447,48.222221,35.48,Südlicher Schwarzwald
"Nideggen, Stadt",10764,6.484282,50.692254,65.04,Eifel und Region Aachen
Nordkirchen,10762,7.525307,51.738183,52.41,Münsterland
"Kenzingen, Stadt",10748,7.769903,48.193031,36.93,Südlicher Schwarzwald
Feldkirchen-Westerham,10742,11.84456,47.909454,53.24,Chiemsee-Alpenland
Schwielowsee,10723,12.929695,52.311064,58.29,Havelland
"Wildau, Stadt",10717,13.636571,52.321356,9.11,Dahme-Seenland
Hagen im Bremischen,10705,8.644053,53.355946,197.42,Nordseeküste
"Diedorf, M",10699,10.777114,48.35371,33.31,Bayerisch-Schwaben
"Hammelburg, St",10694,9.89097,50.115381,128.88,Rhön
Karlsdorf-Neuthard,10693,8.545484,49.136151,14.02,Nördliches Baden-Württemberg
"Gernsheim, Schöfferstadt",10685,8.493249,49.752294,40.11,Odenwald-Bergstrasse-Neckartal
"Meßstetten, Stadt",10677,8.963063,48.180918,76.8,Schwäbische Alb
"Dießen am Ammersee, M",10673,11.095037,47.949176,82.66,Ammersee-Lech
"Burgau, St",10670,10.406193,48.431944,25.92,Bayerisch-Schwaben
Weinböhla,10659,13.571564,51.163186,19.02,Elbland
"Bad Iburg, Stadt",10652,8.045253,52.156471,36.47,Grafschaft Bentheim-Emsland-Osnabrücker Land
Taufkirchen (Vils),10652,12.131513,48.346437,70.18,Münchener Umland
Böhl-Iggelheim,10645,8.308577,49.365618,32.83,Pfalz
Plankstadt,10644,8.593962,49.392183,8.5,Nördliches Baden-Württemberg
Schorfheide,10632,13.682846,52.850132,238.17,Barnimer Land
Mülsen,10613,12.581262,50.731455,49.7,Chemnitz Zwickau Region
"Bischofswerda, Stadt",10576,14.179644,51.127691,46.21,Oberlausitz/Niederschlesien
"Donzdorf, Stadt",10568,9.811046,48.686613,39.82,Region Stuttgart
Emsbüren,10559,7.292613,52.392739,139.57,Grafschaft Bentheim-Emsland-Osnabrücker Land
Stephanskirchen,10558,12.186066,47.854144,26.51,Chiemsee-Alpenland
Morsbach,10555,7.727424,50.864325,55.96,Bergisches Land
Hüttenberg,10550,8.57712,50.520459,40.74,Lahn-Dill
Morbach,10542,7.119853,49.810561,122.26,Hunsrück
"Felsberg, Stadt",10535,9.422077,51.134766,83.32,Kurhessisches Bergland
Weingarten (Baden),10534,8.531712,49.050225,29.38,Nördliches Baden-Württemberg
"Gronau (Leine), Stadt",10527,9.774244,52.084178,88.39,Hannover-Hildesheim
Schönwalde-Glien,10523,13.129571,52.599887,97.35,Havelland
Merzenich,10508,6.524672,50.828594,37.91,Eifel und Region Aachen
Nauheim,10496,8.452237,49.945337,13.77,Odenwald-Bergstrasse-Neckartal
Schönaich,10495,9.062322,48.656516,14.15,Region Stuttgart
"Nossen, Stadt",10486,13.299465,51.058625,122.74,Elbland
"Barmstedt, Stadt",10470,9.768595,53.790385,17.17,übrig. Schleswig-Holstein
Schalksmühle,10463,7.529389,51.241352,38.09,Sauerland
Wald-Michelbach,10455,8.83014,49.570696,74.31,Odenwald-Bergstrasse-Neckartal
"Bogen, St",10453,12.689145,48.909881,49.74,Bayerischer Wald
"Langenzenn, St",10438,10.794782,49.493317,46.33,Romantisches Franken - vom Naturpark Frankenhöhe zur Romantischen Straße
"Aerzen, Flecken",10424,9.261633,52.046638,105.26,Weserbergland
"Dissen am Teutoburger Wald, Stadt",10423,8.201339,52.114735,31.9,Grafschaft Bentheim-Emsland-Osnabrücker Land
"Büdelsdorf, Stadt",10417,9.677817,54.315687,6.48,übrig. Schleswig-Holstein
"Aulendorf, Stadt",10417,9.638492,47.951301,52.33,Oberschwaben-Allgäu
"Burgstädt, Stadt",10413,12.805883,50.920143,25.88,Chemnitz Zwickau Region
Steinen,10409,7.73952,47.643739,46.85,Südlicher Schwarzwald
Reiskirchen,10389,8.832437,50.595897,44.99,Vogelsberg und Wetterau
"Bad Wildbad, Stadt",10388,8.549762,48.752251,105.22,Nördlicher Schwarzwald
Klipphausen,10384,13.527862,51.075664,111.67,Elbland
"Werlte, Stadt",10382,7.678432,52.851059,63.81,Grafschaft Bentheim-Emsland-Osnabrücker Land
"Endingen am Kaiserstuhl, Stadt",10381,7.701325,48.142314,26.7,Südlicher Schwarzwald
Hünstetten,10380,8.233802,50.267277,50.58,Rheingau-Taunus
Appenweier,10374,7.978133,48.537224,38.02,Mittlerer Schwarzwald
"Betzdorf, Stadt",10363,7.873843,50.785546,9.56,Westerwald
Schauenburg,10352,9.342869,51.282921,30.87,Kassel- Land
"Braunsbedra, Stadt",10352,11.883678,51.283795,74.64,"Halle, Saale, Unstrut"
"Kirchseeon, M",10342,11.887809,48.071806,17.91,Ebersberger Grünes Land
Goldenstedt,10313,8.430766,52.787669,88.91,Oldenburger Münsterland
Anröchte,10304,8.327462,51.561271,73.79,Sauerland
Marpingen,10297,7.057295,49.451724,39.83,Übriges Saarland
"Rüthen, Stadt",10290,8.431127,51.491486,158.15,Sauerland
"Altusried, M",10289,10.215024,47.803647,91.68,Allgäu
"Markt Indersdorf, M",10283,11.373487,48.361167,68.4,Münchener Umland
Friedeburg,10280,7.837696,53.45565,163.75,Ostfriesland
Altenberge,10278,7.465557,52.045876,62.96,Münsterland
Kirchzarten,10266,7.955318,47.965089,21.13,Südlicher Schwarzwald
"Simbach a.Inn, St",10261,13.015233,48.262787,47.33,Bayerisches Thermenland
"Neuenstadt am Kocher, Stadt",10249,9.330987,49.237185,41.17,Nördliches Baden-Württemberg
Mörlenbach,10245,8.737691,49.597539,27.22,Odenwald-Bergstrasse-Neckartal
Steinfeld (Oldenburg),10228,8.217045,52.586924,60.05,Oldenburger Münsterland
"Schleusingen, Stadt",10225,10.749262,50.509068,125.59,Thüringer Wald
Birkenfeld,10224,8.636435,48.870121,19.04,Nördlicher Schwarzwald
"Lollar, Stadt",10222,8.705492,50.650039,21.39,Vogelsberg und Wetterau
"Beilngries, St",10218,11.471047,49.03653,100.02,Naturpark Altmühltal
"Tangermünde, Stadt",10212,11.973666,52.549088,90.44,Altmark
Hambühren,10208,9.983254,52.635569,56.81,Lüneburger Heide
Königsbach-Stein,10201,8.610536,48.966057,33.71,Nördliches Baden-Württemberg
Wendeburg,10199,10.385712,52.326393,60.15,Braunschweiger Land
Kirkel,10191,7.226366,49.284514,31.34,Übriges Saarland
"Steinau an der Straße, Brüder-Grimm-Stadt",10189,9.461969,50.313016,104.86,Spessart-Kinzigtal-Vogelsberg
"Süßen, Stadt",10185,9.757236,48.680177,12.79,Region Stuttgart
"Flöha, Stadt",10183,13.072994,50.858511,27.76,Erzgebirge
"Friedrichsthal, Stadt",10180,7.09686,49.32234,8.99,Übriges Saarland
"Niebüll, Stadt",10173,8.829499,54.788141,30.63,übrig. Schleswig-Holstein
"Grevesmühlen, Stadt",10167,11.184913,53.864458,52.38,Mecklenburgische Ostseeküste
"Bad Lauterberg im Harz, Stadt",10164,10.46544,51.626737,41.56,Harz
Kirchlinteln,10148,9.314682,52.939262,174.67,Mittelweser
"Mengen, Stadt",10148,9.329165,48.048768,49.81,Oberschwaben-Allgäu
"Meuselwitz, Stadt",10148,12.29949,51.04228,53.66,Altenburger Land
Lenggries,10147,11.576728,47.682625,242.83,Tölzer Land
Bestwig,10147,8.398158,51.36108,69.46,Sauerland
"Heubach, Stadt",10145,9.934626,48.78878,25.78,Schwäbische Alb
Willstätt,10124,7.893251,48.541564,55.27,Mittlerer Schwarzwald
"Tangerhütte, Stadt",10108,11.808341,52.434524,297.08,Altmark
Merchweiler,10099,7.058254,49.358969,12.8,Übriges Saarland
"Gemünden a.Main, St",10098,9.700757,50.051307,75.06,Spessart-Mainland
"Gommern, Stadt",10090,11.825518,52.073221,161.36,"Magdeburg, Elbe-Börde-Heide"
Hilter am Teutoburger Wald,10067,8.146029,52.13943,52.59,Grafschaft Bentheim-Emsland-Osnabrücker Land
Rödinghausen,10064,8.479015,52.253282,36.27,Teutoburger Wald
"Oelsnitz/Vogtl., Stadt",10062,12.17316,50.41589,53.66,Vogtland
"Werneck, M",10051,10.099729,49.982612,73.57,Fränkisches Weinland
Bobenheim-Roxheim,10045,8.364735,49.578035,20.51,Pfalz
"Bad Ems, Stadt",10030,7.712321,50.33497,15.41,Lahntal
Schwaikheim,10028,9.34922,48.877358,9.22,Region Stuttgart
"Mittenwalde, Stadt",10027,13.536256,52.264886,99.13,Dahme-Seenland
Nordwalde,10024,7.480649,52.084294,51.6,Münsterland
"Querfurt, Stadt",10007,11.597433,51.37863,156.39,"Halle, Saale, Unstrut"
"Blumberg, Stadt",10003,8.534256,47.839705,98.72,Mittlerer Schwarzwald
Dettingen an der Erms,9993,9.346973,48.529679,15.79,Schwäbische Alb
"Ohrdruf, Stadt",9991,10.734042,50.827454,113.6,Thüringer Wald
Ammersbek,9991,10.167763,53.691174,17.71,übrig. Schleswig-Holstein
"Wildberg, Stadt",9977,8.746753,48.625146,56.68,Nördlicher Schwarzwald
Weil im Schönbuch,9970,9.061727,48.622879,26.12,Region Stuttgart
"Münchberg, St",9969,11.789822,50.191739,68.78,Fichtelgebirge
"Kaufering, M",9957,10.85649,48.092915,17.68,Ammersee-Lech
"Olbernhau, Stadt",9953,13.339236,50.659281,125.35,Erzgebirge
Nohfelden,9949,7.143099,49.586753,100.82,Nordsaarland
"Rehburg-Loccum, Stadt",9942,9.225712,52.470153,99.97,Mittelweser
"Bad Orb, Stadt",9934,9.348206,50.227786,47.75,Spessart-Kinzigtal-Vogelsberg
Tutzing,9926,11.278249,47.911374,35.65,StarnbergAmmersee
"Gudensberg, Stadt",9925,9.366029,51.178409,46.49,Kurhessisches Bergland
"Bleicherode, Stadt",9920,10.574512,51.440357,108.17,Südharz-Kyffhäuser
Neuried,9919,7.807163,48.467234,57.84,Mittlerer Schwarzwald
Ottendorf-Okrilla,9909,13.831724,51.187617,25.93,Oberlausitz/Niederschlesien
Walzbachtal,9904,8.611602,49.010197,36.68,Nördliches Baden-Württemberg
Vettweiß,9903,6.597458,50.739039,83.15,Eifel und Region Aachen
Waltenhofen,9901,10.30443,47.670993,59.75,Allgäu
Biebertal,9893,8.597507,50.619052,43.94,Lahn-Dill
Twist,9891,7.061567,52.635763,105.67,Grafschaft Bentheim-Emsland-Osnabrücker Land
"Weilheim an der Teck, Stadt",9887,9.537362,48.615689,26.51,Region Stuttgart
"Rüdesheim am Rhein, Stadt",9879,7.926648,49.979366,51.41,Rheingau-Taunus
Elchingen,9869,10.051368,48.437492,24.88,Bayerisch-Schwaben
Altenholz,9865,10.120656,54.402998,19.04,übrig. Schleswig-Holstein
"Niddatal, Stadt",9861,8.815266,50.29758,40.25,Vogelsberg und Wetterau
Südlohn,9861,6.865981,51.944322,45.29,Münsterland
"Goldbach, M",9857,9.183308,49.997821,10.96,Spessart-Mainland
Spelle,9856,7.469059,52.367401,34.22,Grafschaft Bentheim-Emsland-Osnabrücker Land
Emmerthal,9834,9.376592,52.049405,114.94,Weserbergland
"Wahlstedt, Stadt",9831,10.214464,53.952343,15.75,übrig. Schleswig-Holstein
Kümmersbruck,9830,11.877755,49.419327,47.3,Bayerischer Jura
Nersingen,9827,10.123851,48.428565,24.28,Bayerisch-Schwaben
Ilsfeld,9826,9.24477,49.05512,26.51,Nördliches Baden-Württemberg
Pliezhausen,9821,9.20596,48.559129,17.31,Schwäbische Alb
Hünfelden,9818,8.161342,50.30926,62.69,Westerwald-Lahn-Taunus
Ainring,9800,12.943264,47.816451,32.96,Berchtesgadener Land
Eschenburg,9795,8.337467,50.813851,45.78,Lahn-Dill
"Kösching, M",9788,11.501015,48.810992,55.69,Naturpark Altmühltal
Augustdorf,9774,8.74464,51.909123,42.18,Teutoburger Wald
Everswinkel,9772,7.848037,51.925521,69.06,Münsterland
Plüderhausen,9766,9.599182,48.795519,26.12,Region Stuttgart
Höchst i. Odw.,9744,8.993999,49.799584,30.51,Odenwald-Bergstrasse-Neckartal
Visbek,9735,8.312532,52.836739,84.24,Oldenburger Münsterland
Ostercappeln,9734,8.226132,52.345657,100.16,Grafschaft Bentheim-Emsland-Osnabrücker Land
"Erlenbach a.Main, St",9717,9.160594,49.802337,16.31,Spessart-Mainland
Köngen,9716,9.363326,48.684568,12.51,Region Stuttgart
"Bad Frankenhausen/Kyffhäuser, Stadt",9715,11.100746,51.357318,91.06,Südharz-Kyffhäuser
"Oldenburg in Holstein, Stadt",9711,10.88815,54.293241,39.69,Ostsee
"Nieder-Olm, Stadt",9703,8.203097,49.909864,11.22,Rheinhessen
"Trebbin, Stadt",9700,13.212539,52.21445,126.37,Fläming
"Laubach, Stadt",9699,8.99015,50.542551,97.01,Vogelsberg und Wetterau
"Klötze, Stadt",9699,11.161472,52.626213,279.54,Altmark
"Heilsbronn, St",9692,10.786643,49.339366,62.23,Romantisches Franken - vom Naturpark Frankenhöhe zur Romantischen Straße
Linsengericht,9679,9.19923,50.188757,29.8,Spessart-Kinzigtal-Vogelsberg
Veitshöchheim,9671,9.87255,49.833205,10.76,Fränkisches Weinland
"Pasewalk, Stadt",9666,13.990282,53.505112,55.21,Vorpommern
"Roßtal, M",9663,10.886133,49.398892,44.34,Romantisches Franken - vom Naturpark Frankenhöhe zur Romantischen Straße
"Brandis, Stadt",9654,12.609467,51.333915,34.89,Leipzig Region
"Osthofen, Stadt",9650,8.322551,49.703765,18.62,Rheinhessen
Hirschberg an der Bergstraße,9647,8.656323,49.49855,12.35,Nördliches Baden-Württemberg
"Schotten, Stadt",9641,9.124329,50.502258,133.56,Vogelsberg und Wetterau
Römerberg,9634,8.398865,49.265731,27.85,Pfalz
"Altlandsberg, Stadt",9630,13.728164,52.566902,106.6,Seenland Oder-Spree
"Bad Breisig, Stadt",9623,7.299476,50.508995,19.93,Mittelrheintal
"Aichtal, Stadt",9599,9.236006,48.621,23.6,Region Stuttgart
"Demmin, Hansestadt",9583,13.038196,53.905543,82.06,Mecklenburgische Schweiz und Seenplatte
Birkenau,9565,8.705575,49.562425,24.54,Odenwald-Bergstrasse-Neckartal
Oberhausen-Rheinhausen,9565,8.482728,49.260511,18.92,Nördliches Baden-Württemberg
"Höchberg, M",9564,9.881124,49.784677,7.55,Fränkisches Weinland
Schulzendorf,9562,13.596432,52.357838,9.1,Dahme-Seenland
"Wettin-Löbejün, Stadt",9554,11.901719,51.637419,127.66,"Halle, Saale, Unstrut"
"Oberharz am Brocken, Stadt",9547,10.803213,51.769516,271.73,Harz und Harzvorland
"Runkel, Stadt",9543,8.156881,50.405383,43.71,Westerwald-Lahn-Taunus
Kißlegg,9530,9.881938,47.787754,92.45,Oberschwaben-Allgäu
Magstadt,9513,8.962269,48.742432,19.12,Region Stuttgart
"Bad König, Stadt",9508,9.005106,49.743868,46.73,Odenwald-Bergstrasse-Neckartal
Bisingen,9506,8.917087,48.310155,32.83,Schwäbische Alb
Perl,9503,6.386208,49.473406,75.24,Nordsaarland
"Töging a.Inn, St",9496,12.586743,48.254645,13.65,Inn-Salzach
"Wertingen, St",9486,10.682594,48.561872,51.88,Bayerisch-Schwaben
"Heiligenhafen, Stadt",9484,10.974623,54.373048,18.32,Ostsee
Mainhausen,9483,8.994485,50.015014,17.92,Main und Taunus
"Großröhrsdorf, Stadt",9477,14.024289,51.143211,40.95,Oberlausitz/Niederschlesien
Großhansdorf,9469,10.285038,53.662547,11.2,übrig. Schleswig-Holstein
"Bad Bevensen, Stadt",9466,10.575419,53.080198,48.37,Lüneburger Heide
"Bockenem, Stadt",9465,10.128926,52.009625,109.95,Hannover-Hildesheim
"Visselhövede, Stadt",9458,9.580361,52.985561,159.2,Lüneburger Heide
Zorneding,9452,11.825588,48.084445,23.79,Ebersberger Grünes Land
"Fürstenau, Stadt",9443,7.674799,52.516666,78.65,Grafschaft Bentheim-Emsland-Osnabrücker Land
"Oberzent, Stadt",9429,8.9735,49.567461,165.61,Odenwald-Bergstrasse-Neckartal
"Sebnitz, Stadt",9421,14.269264,50.972858,88.23,Sächsische Schweiz
"Wilkau-Haßlau, Stadt",9418,12.515553,50.673643,12.65,Chemnitz Zwickau Region
Wölfersheim,9417,8.812984,50.398525,43.11,Vogelsberg und Wetterau
"Höhr-Grenzhausen, Stadt",9415,7.66835,50.434108,15.88,Westerwald
"Ilsenburg (Harz), Stadt",9414,10.679796,51.865815,63.08,Harz und Harzvorland
"Hemau, St",9408,11.781339,49.053299,122.34,Bayerischer Jura
Ehringshausen,9399,8.381612,50.596447,45.43,Lahn-Dill
"Werneuchen, Stadt",9397,13.730878,52.630925,117.02,Barnimer Land
Hohenhameln,9396,10.062749,52.258403,69.59,Braunschweiger Land
Giesen,9382,9.892277,52.195149,34.0,Hannover-Hildesheim
Nuthetal,9376,13.104062,52.349935,48.03,Fläming
"Ichenhausen, St",9373,10.305508,48.372441,34.27,Bayerisch-Schwaben
"Osterburg (Altmark), Hansestadt",9371,11.753617,52.787899,231.14,Altmark
Pfedelbach,9369,9.503745,49.17696,41.29,Nördliches Baden-Württemberg
"Ochsenhausen, Stadt",9358,9.951929,48.06947,59.96,Oberschwaben-Allgäu
Essen (Oldenburg),9356,7.939404,52.719834,98.11,Oldenburger Münsterland
"Miltenberg, St",9351,9.257405,49.701266,60.26,Spessart-Mainland
Großbeeren,9344,13.307172,52.353582,51.89,Fläming
"Kandel, Stadt",9337,8.192761,49.081369,26.69,Pfalz
"Laufenburg (Baden), Stadt",9335,8.061623,47.565321,23.57,Südlicher Schwarzwald
Petersberg,9329,11.949686,51.593677,103.37,"Halle, Saale, Unstrut"
Worpswede,9328,8.925015,53.222854,76.38,Unterelbe-Unterweser
Wallerfangen,9324,6.716472,49.329587,42.22,Übriges Saarland
Schmitten im Taunus,9323,8.444191,50.270038,35.51,Main und Taunus
"Neustadt (Hessen), Stadt",9316,9.114982,50.852589,56.86,Marburg-Biedenkopf
March,9309,7.78046,48.053089,17.79,Südlicher Schwarzwald
Molbergen,9306,7.922121,52.858718,102.56,Oldenburger Münsterland
"Zwenkau, Stadt",9305,12.327259,51.217549,46.3,Leipzig Region
Aidlingen,9302,8.896991,48.677969,26.56,Region Stuttgart
"Bad Liebenzell, Stadt",9301,8.73361,48.771372,33.78,Nördlicher Schwarzwald
"Oberstdorf, M",9279,10.276053,47.408447,229.9,Allgäu
Urbach,9277,9.576727,48.81022,20.77,Region Stuttgart
Ehningen,9277,8.940525,48.65926,17.81,Region Stuttgart
Alsbach-Hähnlein,9273,8.61793,49.739626,15.77,Odenwald-Bergstrasse-Neckartal
"Schlitz, Stadt",9271,9.558584,50.675319,142.06,Vogelsberg und Wetterau
Wehrheim,9271,8.568053,50.302901,38.34,Main und Taunus
Mücke,9267,9.026362,50.624727,86.23,Vogelsberg und Wetterau
"Teisendorf, M",9267,12.820465,47.849858,86.76,Berchtesgadener Land
Kolkwitz/Gołkojce,9265,14.244736,51.74988,104.68,Spreewald
Schlangen,9257,8.842969,51.808914,75.97,Teutoburger Wald
Nalbach,9251,6.788315,49.379009,22.43,Übriges Saarland
Waldfeucht,9242,5.988264,51.066007,30.27,Niederrhein
Dornstadt,9241,9.942617,48.466494,59.23,Schwäbische Alb
"Salzhemmendorf, Flecken",9233,9.589601,52.066226,94.44,Weserbergland
"Lügde, Stadt der Osterräder",9232,9.245996,51.957888,88.64,Teutoburger Wald
"Elsenfeld, M",9225,9.161132,49.846407,24.38,Spessart-Mainland
"Kemberg, Stadt",9217,12.633727,51.772478,237.09,Anhalt-Wittenberg
Gnarrenburg,9216,9.002998,53.3823,123.22,Unterelbe-Unterweser
"Hohenmölsen, Stadt",9211,12.099888,51.156346,75.69,"Halle, Saale, Unstrut"
Ilvesheim,9207,8.567892,49.472324,5.89,Nördliches Baden-Württemberg
Ebsdorfergrund,9207,8.857172,50.727847,72.87,Marburg-Biedenkopf
"Luckau, Stadt",9203,13.715887,51.852659,207.44,Spreewald
Frickenhausen,9201,9.359845,48.593654,11.34,Region Stuttgart
Hürtgenwald,9196,6.392832,50.723394,88.05,Eifel und Region Aachen
"Storkow (Mark), Stadt",9196,13.932683,52.257122,180.72,Seenland Oder-Spree
Hilzingen,9196,8.777866,47.765627,53.02,Hegau
Lichtenstein,9191,9.254311,48.430248,34.24,Schwäbische Alb
Gäufelden,9181,8.829578,48.55375,20.07,Region Stuttgart
Bestensee,9171,13.632815,52.243008,38.05,Dahme-Seenland
Trittau,9170,10.407017,53.609857,28.58,übrig. Schleswig-Holstein
"Lüchow (Wendland), Stadt",9170,11.161706,52.967743,89.46,Lüneburger Heide
Altenbeken,9161,8.944689,51.760981,76.22,Teutoburger Wald
"Bleckede, Stadt",9154,10.732726,53.291349,140.65,Lüneburger Heide
"Freystadt, St",9151,11.328203,49.199011,80.56,Bayerischer Jura
Aschheim,9149,11.71681,48.171014,28.05,Münchener Umland
Wangerland,9149,7.915526,53.662516,176.19,Nordseeküste
"Kyritz, Stadt",9147,12.396369,52.942534,157.37,Prignitz
"Nittenau, St",9145,12.268896,49.196567,98.73,Oberpfälzer Wald
"Dassel, Stadt",9142,9.687833,51.803,113.24,Weserbergland
Barleben,9137,11.620091,52.199761,29.81,"Magdeburg, Elbe-Börde-Heide"
"Eisenberg (Pfalz), Stadt",9137,8.07207,49.557834,18.75,Pfalz
"Steinbach-Hallenberg, Stadt",9130,10.568215,50.699769,76.73,Thüringer Wald
"Rain, St",9127,10.921054,48.690496,77.13,Bayerisch-Schwaben
Adelsdorf,9126,10.892848,49.714781,31.68,Steigerwald
Schaafheim,9113,9.007365,49.921287,32.16,Odenwald-Bergstrasse-Neckartal
"Reinfeld (Holstein), Stadt",9107,10.488565,53.8315,17.37,übrig. Schleswig-Holstein
"Tecklenburg, Stadt",9098,7.814244,52.219392,70.49,Münsterland
"Florstadt, Stadt",9097,8.861417,50.318669,39.6,Vogelsberg und Wetterau
Dielheim,9094,8.734802,49.282607,22.67,Nördliches Baden-Württemberg
Gomaringen,9080,9.096513,48.452476,17.32,Schwäbische Alb
"Grimmen, Stadt",9076,13.043192,54.113133,50.51,Vorpommern
Biblis,9076,8.450353,49.683253,40.47,Odenwald-Bergstrasse-Neckartal
Fehrbellin,9076,12.764153,52.813492,270.38,Ruppiner Seenland
"Vallendar, Stadt",9062,7.622831,50.398186,13.22,Mittelrheintal
"Zwiesel, St",9059,13.23347,49.014587,41.16,Bayerischer Wald
Titz,9052,6.427013,51.005518,68.51,Eifel und Region Aachen
"Rehau, St",9045,12.035833,50.248373,80.33,Fichtelgebirge
"Bad Schussenried, Stadt",9044,9.657495,48.004849,55.01,Oberschwaben-Allgäu
"Mendig, Stadt",9034,7.280288,50.372828,23.75,Eifel
Hohenbrunn,9032,11.702249,48.048186,18.58,Münchener Umland
"Weißenthurm, Stadt",9020,7.455206,50.415706,3.99,Mittelrheintal
Kusterdingen,9016,9.120318,48.521842,24.24,Schwäbische Alb
"Berching, St",9008,11.444396,49.104465,131.18,Bayerischer Jura
"Elsfleth, Stadt",9004,8.457116,53.237137,115.19,Unterelbe-Unterweser
"Neuötting, St",8991,12.690715,48.240061,36.6,Inn-Salzach
"Waldheim, Stadt",8989,13.017355,51.073265,41.71,Leipzig Region
"Zahna-Elster, Stadt",8984,12.829442,51.829561,149.34,Anhalt-Wittenberg
"Bad Gandersheim, Stadt",8983,10.024463,51.870567,90.85,Harz
Grünheide (Mark),8978,13.822805,52.425521,126.9,Seenland Oder-Spree
"Wunsiedel, St",8970,12.002966,50.037027,54.88,Fichtelgebirge
"Bruchhausen-Vilsen, Flecken",8970,8.986762,52.822285,109.67,Mittelweser
Oststeinbek,8961,10.164668,53.542137,11.36,übrig. Schleswig-Holstein
"Niesky, Stadt",8956,14.823061,51.293789,53.81,Oberlausitz/Niederschlesien
"Bad Griesbach i.Rottal, St",8952,13.192962,48.451913,70.13,Bayerisches Thermenland
"Nittendorf, M",8920,11.961222,49.024405,33.45,Bayerischer Jura
"Obernkirchen, Stadt",8912,9.130876,52.270718,32.45,Weserbergland
Nettersheim,8902,6.627903,50.491983,94.35,Eifel und Region Aachen
"Bad Liebenwerda, Stadt",8899,13.394139,51.515956,138.88,Elbe Elster Land
"Zörbig, Stadt",8899,12.122807,51.628453,114.31,Anhalt-Wittenberg
"Torgelow, Stadt",8899,14.010799,53.629276,72.19,Vorpommern
Bad Laer,8895,8.08725,52.100739,46.81,Grafschaft Bentheim-Emsland-Osnabrücker Land
"Sassnitz, Stadt",8893,13.634476,54.51304,47.41,Rügen/Hiddensee
"Vohburg a.d.Donau, St",8891,11.619089,48.768066,45.17,Oberbayerns Städte
Liederbach am Taunus,8887,8.494169,50.117038,6.2,Main und Taunus
Gerstungen,8884,10.075877,50.968063,149.98,Thüringer Wald
"Bad Lauchstädt, Goethestadt",8883,11.867012,51.387158,85.57,"Halle, Saale, Unstrut"
"Elze, Stadt",8880,9.735897,52.121655,47.81,Hannover-Hildesheim
Steinheim am Albuch,8876,10.063541,48.692172,82.43,Schwäbische Alb
"Wetter (Hessen), Stadt",8867,8.723954,50.903328,104.53,Marburg-Biedenkopf
Kabelsketal,8859,12.116478,51.428848,51.18,"Halle, Saale, Unstrut"
Neuenkirchen-Vörden,8858,8.068681,52.509539,90.94,Oldenburger Münsterland
Memmelsdorf,8858,10.95495,49.932697,26.24,Fränkische Schweiz
Bockhorn,8851,8.013199,53.393237,77.27,Ostfriesland
"Borgholzhausen, Stadt",8847,8.300771,52.101931,55.99,Teutoburger Wald
Sulzbach (Taunus),8846,8.528319,50.13359,7.85,Main und Taunus
"Auerbach i.d.OPf., St",8846,11.6291,49.691728,78.26,Bayerischer Jura
"Plön, Stadt",8844,10.416369,54.158288,35.98,Holsteinische Schweiz
Groß Kreutz (Havel),8838,12.776671,52.403684,99.35,Havelland
Bösel,8837,7.954296,53.00595,100.21,Oldenburger Münsterland
Südharz,8829,11.077138,51.463166,237.59,Harz und Harzvorland
